FID,SpawnID,SURV_TYP,SURV_ID,YEAR,DATE,TIME,DATETIME,SPAWN_ID,EST_MILES,MEAS_MILES,ASSOC_SCHL,TIDE_HT,TIDE_CMT,EST_BIOMS,DEP_RANGE,LOC_DESC,LOC_ACCUR,LOC_AC_DES,DISTRICT,SUBDIST,STAT_AR,STAT_AR_DE,H_MGT_AR,INDEX_AR,AIRCRAFT,ALTITUDE,SURVEYOR,SURV_HRS,WEATHER,COMMENTS,DEP_CAT,DEP_CAT_DE,SURV_CON,SURV_CON_D,AR_CON,AR_CON_DES,version,geometry
RN_KameshakSpawn.271,178,Aerial,1989.07,1989,1989-04-30T00:00:00,1745,1.98904E+11,1989.008,0.768,0.77,1989.093,1.8,Flood,134,0,Inside Bruin Bay,E,Estimated,Kamishak,Bruin Bay Subdistrict,24970,Bruin Bay,Area 6,7; Bruin/Amakdedori,Beaver,2000,Schroeder,0,"Clear, calm","Heavy spawn, associated with school 1989.093",0,,0,,0,,0,"LINESTRING (-153.99129400882077 59.371947373392956, -153.9915981703696 59.37128763923598, -153.99197837230565 59.37051146492014, -153.99266273579062 59.36946360132529, -153.99319501850113 59.36895906282546, -153.99372730121163 59.36822164685828, -153.99433562430931 59.3675618399909, -153.99494394740705 59.36697964676771, -153.99540018973033 59.36631981566235, -153.9960845532153 59.365698786388656, -153.9968449570874 59.36492248375619, -153.99775744173402 59.36406853027506, -153.99912616870387 59.3630592847205, -154.00079905722262 59.3620500090442)"
RN_KameshakSpawn.272,179,Aerial,1989.07,1989,1989-04-30T00:00:00,1745,1.98904E+11,1989.009,0.768,0.77,1989.094,1.8,Flood,133,0-5,W of Contact Point,E,Estimated,Kamishak,Bruin Bay Subdistrict,24970,Bruin Bay,Area 6,7; Bruin/Amakdedori,Beaver,2000,Schroeder,0,"Clear, calm","Heavy spawn, associated with school 1989.094",0,,0,,0,,0,"LINESTRING (-153.98049627383625 59.36690202024718, -153.9798119103513 59.36577641567164, -153.97943170841523 59.36507774570852, -153.97889942570475 59.36430142881778, -153.97829110260702 59.36352509410398, -153.97753069873485 59.36286519558363, -153.97654217370103 59.362127646704096, -153.97540156789282 59.36170063736889, -153.97372867937415 59.36135126208422, -153.97137142737046 59.36123480285393, -153.969090215754 59.3614289013483, -153.9672652464609 59.36177827583088, -153.96582047910374 59.36224410285976)"
RN_KameshakSpawn.273,180,Aerial,1989.07,1989,1989-04-30T00:00:00,1745,1.98904E+11,1989.01,0.766,0.768,1989.095,1.8,Flood,133,0-2,Wraps around Contact Point,E,Estimated,Kamishak,Bruin Bay Subdistrict,24970,Bruin Bay,Area 6,7; Bruin/Amakdedori,Beaver,2000,Schroeder,0,"Clear, calm","Heavy spawn, associated with school 1989.095",0,,0,,0,,0,"LINESTRING (-153.96120765530594 59.36250147178513, -153.9604216116115 59.36201119014739, -153.95943308657772 59.36150654043412, -153.9583685211567 59.3611183432226, -153.95699979418686 59.36069132114315, -153.95555502682976 59.36034193543133, -153.9535779767622 59.3602254727253, -153.95152488630742 59.36038075624422, -153.95008011895032 59.360963063090296, -153.94871139198045 59.36201119014739, -153.9474187053978 59.362438195561346, -153.94574581687905 59.36263228714897, -153.9443770899092 59.36286519558363, -153.9428562821649 59.36282637762258)"
RN_KameshakSpawn.274,181,Aerial,1989.07,1989,1989-04-30T00:00:00,1745,1.98904E+11,1989.011,1.295,1.296,1989.096,1.8,Flood,225,0,Btw Amakdedori and Contact Pt,E,Estimated,Kamishak,Bruin Bay Subdistrict,24975,Kirschner Lake,Area 6,7; Bruin/Amakdedori,Beaver,2000,Schroeder,0,"Clear, calm","Heavy spawn, associated with school 1989.096",0,,0,,0,,0,"LINESTRING (-153.96720352723597 59.35353485219088, -153.96911155757073 59.35396279916946, -153.97061853768102 59.35396279916946, -153.97192002050352 59.35382288935198, -153.97287900784642 59.35361302354084, -153.97397499338115 59.353123331584946, -153.97479698253224 59.35263363254055, -153.97486548162814 59.352143926407585, -153.97445448705264 59.3516891929369, -153.97424898976482 59.35112951258227, -153.9743859879567 59.350709746240184, -153.97500247981998 59.35025499349238, -153.97746844727314 59.349170558427176, -153.9789069282875 59.34875076778013, -153.98013991201407 59.34847090445527, -153.9817153912203 59.348016121615274, -153.98294837494683 59.34784120351073, -153.9844553550571 59.347806219781305, -153.98561983968779 59.34770126837604, -153.98678432431845 59.34752634864386, -153.98760631346948 59.34714152205012, -153.98856530081238 59.346616751460026, -153.9889762953879 59.34556718586474, -153.98931879086751 59.345112363996975, -153.99048327549818 59.344552574844855, -153.99260674747174 59.3437828496408)"
RN_KameshakSpawn.275,182,Aerial,1989.07,1989,1989-04-30T00:00:00,1745,1.98904E+11,1989.012,1.295,1.3,1989.097,1.8,Flood,225,0,Btw Amakdedori and Contact Pt,E,Estimated,Kamishak,Chenik Subdistrict,24955,Chenik River,Area 6,7; Bruin/Amakdedori,Beaver,2000,Schroeder,0,"Clear, calm","Heavy spawn, associated with school 1989.097",0,,0,,0,,0,"LINESTRING (-154.0049031779339 59.340241761072726, -154.0084191668822 59.33861945493229, -154.0113680608388 59.337228844923786, -154.01352302180712 59.33589612339082, -154.0151108877838 59.3344474535178, -154.01613165876876 59.33299872165231, -154.01703901075547 59.33166583358284, -154.01805978174042 59.33091243885416, -154.01964764771708 59.330216982686935, -154.02180260868536 59.32934764239069, -154.02395756965367 59.328710111988165, -154.0263393686187 59.32807256958257, -154.02893244671657 59.32665193653352)"
RN_KameshakSpawn.276,183,Aerial,1989.07,1989,1989-04-30T00:00:00,1745,1.98904E+11,1989.013,2.59,2.588,1989.098,1.8,Flood,450,0-6,Btw Amakdedori and Contact Pt,E,Estimated,Kamishak,Chenik Subdistrict,24955,Chenik River,Area 6,7; Bruin/Amakdedori,Beaver,2000,Schroeder,0,"Clear, calm","Heavy spawn, associated with school 1989.098",0,,0,,0,,0,"LINESTRING (-154.04065470617348 59.323019194864166, -154.04273077909497 59.32239467564518, -154.04520325953646 59.32163645350948, -154.04698344545432 59.32113096265613, -154.04896142980746 59.320726564541985, -154.05084051494296 59.32047381326892, -154.05351079381975 59.320372712231624, -154.0557854758259 59.320018856224785, -154.0577634601791 59.31926058090556, -154.0600381421852 59.318249520742555, -154.06316018252286 59.31769488646625, -154.06614811187399 59.31742214461484, -154.0691360412251 59.31714940056762, -154.0716971235261 59.316713005524775, -154.07415149406447 59.315949300673296, -154.07639244107781 59.315131026371155, -154.07863119510498 59.31425553807923, -154.08311528211783 59.31256697224516, -154.08503609384357 59.31153038465042, -154.08644423329997 59.31071617264253, -154.08812552000018 59.3098565566689, -154.08970790748268 59.30914862125835, -154.09168589183588 59.30879464800714, -154.09316938010076 59.30818782811746, -154.09405947305967 59.30742928797545, -154.0954440621069 59.30672130185841, -154.09841103863667 59.30596272889225, -154.1025648057783 59.30479955070157)"
RN_KameshakSpawn.277,184,Aerial,1989.07,1989,1989-04-30T00:00:00,1745,1.98904E+11,1989.014,3.069,3.095,1989.099,1.8,Flood,533,0-4,Btw Akumwarvik & Douglas Rvr,E,Estimated,Kamishak,Kamishak River Subdistrict,24945,Kamishak River,Area 5,9; Kamishak,Beaver,2000,Schroeder,0,"Clear, calm","Light spawn, associated with school 1989.099",0,,0,,0,,0,"LINESTRING (-154.02515242819817 59.09260125694266, -154.02095707849216 59.093744122308976, -154.01922958155438 59.09552183692172, -154.0184892257239 59.09729945906776, -154.0175020846166 59.100346596200545, -154.0160213729557 59.10301261830097, -154.01404709074106 59.10517067430795, -154.01083888214237 59.10644005534054, -154.00689031771316 59.106820860452686, -154.0034353238376 59.10631311935981, -154.00121425634617 59.10478985080044, -153.9989931888548 59.10339346161953, -153.99849961830114 59.10174310991165, -153.99973354468526 59.09971179837203, -154.00220139745352 59.09856913256154, -154.00392889439127 59.09679157646121, -154.00392889439127 59.095394860373055, -154.00195461217666 59.09349015553009, -153.9989931888548 59.09107737700791, -153.99405748331833 59.089045431409346, -153.98788785139766 59.087902408929885)"
RN_KameshakSpawn.278,185,Aerial,1989.07,1989,1989-04-30T00:00:00,1745,1.98904E+11,1989.015,1.534,1.543,1989.1,1.8,Flood,267,0-11,Btw Akumwarvik & Douglas Rvr,E,Estimated,Kamishak,Kamishak River Subdistrict,24945,Kamishak River,Area 5,9; Kamishak,Beaver,2000,Schroeder,0,"Clear, calm","Light spawn, associated with school 1989.100",0,,0,,0,,0,"LINESTRING (-153.94470042795336 59.125728840471794, -153.94889577765935 59.126490016370305, -153.95309112736544 59.12661687736983, -153.95852040345557 59.12623629295672, -153.96296253843838 59.12560197617181, -153.96567717648338 59.12471391286992, -153.96789824397482 59.1231914648864, -153.96863859980533 59.121542069615586, -153.96863859980533 59.1198925946556, -153.9671578881443 59.11811614788353, -153.96469003537615 59.11697409758044, -153.96074147094694 59.11633960868475)"
RN_KameshakSpawn.279,186,Aerial,1989.08,1989,1989-04-30T00:00:00,725,1.98904E+11,1989.016,0.58,0.576,1989.101,6.9,,50,0-2,Southern shore of outer Ursus,E,Estimated,Kamishak,Ursus Cove Subdistrict,24980,Ursus Cove,Area 8,5; Ursus Cove,Beaver,2000,Schroeder,0,"3/4 clear, SW wind 15-20","Light spawn, associated with school 1989.101",0,,0,,0,,0,"LINESTRING (-153.71245458395092 59.48410354147449, -153.71223054997563 59.482736028868075, -153.71133441407432 59.48114052726374, -153.71066231214834 59.48011480772129, -153.70931810829643 59.47794929714838, -153.70752583649383 59.47623958512986)"
RN_KameshakSpawn.280,187,Aerial,1989.14,1989,1989-05-09T00:00:00,1445,1.98905E+11,1989.017,2.302,2.272,1989.102,2.6,,276,0,Upper Iniskin Bay,E,Estimated,Kamishak,Iniskin Bay Subdistrict,24985,Iniskin Bay,Area 9,3; Iniskin Bay,Cessna 185,2000,Schroeder,1.33,"Clear, calm",Heavy spawn associated with school 1989.102,0,,0,,0,,0,"LINESTRING (-153.3798072742203 59.720797361535205, -153.37799219167516 59.720369538173564, -153.3772856227206 59.719586365552594, -153.3772856227206 59.71878564375078, -153.37874894508255 59.71773851699378, -153.3824072509875 59.7169993488951, -153.3846022345304 59.716691357351145, -153.3856155383647 59.71602987668324, -153.38659735469275 59.71517537801269, -153.38691916160354 59.71428892567185, -153.3868255933948 59.713034569607586, -153.38606555689242 59.711578282133594, -153.38582166983207 59.71022287774257, -153.38569972630185 59.70886741826827, -153.3858575493707 59.70802141303847, -153.3856155383647 59.706859720452144, -153.3851315163527 59.70594256614787, -153.38476849984363 59.70465850775783, -153.38367945031655 59.70331325071783, -153.38198537327446 59.70233484788932, -153.38101732925037 59.701417569178545, -153.38004928522633 59.70043911075684, -153.3799282797233 59.699277154112345, -153.38004928522633 59.69811515700377, -153.38017029072932 59.69695311943017, -153.38065431274137 59.69591336730041, -153.38101732925037 59.69475125305364, -153.3818643677714 59.69352793118053, -153.3818643677714 59.69218222532902)"
RN_KameshakSpawn.281,188,Aerial,1989.14,1989,1989-05-09T00:00:00,1445,1.98905E+11,1989.018,2.302,2.287,1989.103,2.6,,276,0-3,E side of Entrance to Iniskin,E,Estimated,Kamishak,Iniskin Bay Subdistrict,24985,Iniskin Bay,Area 9,3; Iniskin Bay,Cessna 185,2000,Schroeder,1.33,"Clear, calm",Heavy spawn associated with school 1989.103,0,,0,,0,,0,"LINESTRING (-153.40675796692034 59.6565093149362, -153.40816079966316 59.65587027317194, -153.40963067508287 59.65555398708742, -153.41187808871558 59.65530591542823, -153.41324109470145 59.655149147697266, -153.41414493076678 59.65459863193408, -153.41503778441012 59.653894979380944, -153.41644309729685 59.65314477822291, -153.41832138973973 59.65242127148011, -153.41949853127304 59.65201363867559, -153.4215430402519 59.65148057289292, -153.42333759688682 59.651150818881455, -153.42501251003415 59.65075935271644, -153.42680919974282 59.65047713189032, -153.42860588945146 59.650163550400464, -153.42891802963592 59.65011337878788, -153.42913836190957 59.65002759339468, -153.42918920781887 59.64992893992038, -153.4291976821371 59.64979597173358, -153.4291015279918 59.64966181389895, -153.428667844269 59.649191429090315, -153.42785185257077 59.648741292663544, -153.42506122178435 59.64811811106836, -153.423277775143 59.64787431641871, -153.42284409142022 59.64740390646172, -153.42292721000652 59.64674707067319, -153.42309191069037 59.64621217161729, -153.42358382901506 59.645666817432605, -153.42420709740608 59.645020394298086, -153.42563576341686 59.644046372135946, -153.42618965156737 59.64351493065507, -153.4263135612025 59.64295820558022, -153.42618052738703 59.642444397594694, -153.425799918169 59.64192720980135, -153.42513641966923 59.64144480748155, -153.42414514258857 59.641193874753036, -153.423277775143 59.64069200364786, -153.42278213660268 59.640127389652605, -153.42290604623773 59.63946866127806, -153.4226582269676 59.63877855097063, -153.4220386787922 59.6383080130518, -153.4215430402519 59.637931577950816, -153.42042785353615 59.63764924884493, -153.41918875718534 59.63774335881167, -153.4183213897398 59.63764924884493, -153.4174540222942 59.63730417670156, -153.41652470003112 59.636959100998396, -153.41565733258554 59.6366140217354, -153.4149758295926 59.63633168150873, -153.4140465073295 59.636206196198614)"
RN_KameshakSpawn.296,203,Aerial,1990.07,1990,1990-04-24T00:00:00,1005,1.99004E+11,1990.06,0.7,0.695,,-1.9,,0,0-5,N of Chenik Head,E,Estimated,Kamishak,Chenik Subdistrict,24955,Chenik River,Area 5,8; Chenik/Nordyke,Beaver,1500,Bucher,2.5,,A school of spawn outs nearby,1,shallow (<5m),2,Good,1,Excellent,0,"LINESTRING (-154.13951344264763 59.22544946351313, -154.13532886085366 59.22578812490958, -154.13004307332452 59.22691697186921, -154.12563825038356 59.2283844168854, -154.12233463317781 59.22985179856347)"
RN_KameshakSpawn.282,189,Aerial,1989.14,1989,1989-05-09T00:00:00,1445,1.98905E+11,1989.019,2.47,2.483,1989.104,2.6,,297,0-6,Northern side of Rocky Cove,E,Estimated,Kamishak,Rocky Cove Subdistrict,24978,Rocky Cove,Area 8,5; Ursus Cove,Cessna 185,2000,Schroeder,1.33,"Clear, calm",Light spawn associated with school 1989.104,0,,0,,0,,0,"LINESTRING (-153.71272865218072 59.48341971614412, -153.7113235110875 59.48115625472009, -153.71015256017645 59.47984576010966, -153.70863032399217 59.47793949504696, -153.70745937308112 59.47603312202936, -153.70535166144128 59.473709583947716, -153.70418071053032 59.472100886719616, -153.70312685471038 59.47073045438068, -153.7018388087083 59.468823673121854, -153.70113623816167 59.46787024200232, -153.70043366761504 59.46673800748715, -153.70019947743285 59.465367356879426, -153.70055076270614 59.46363906573348, -153.7017217136172 59.46232788915262, -153.7033610448926 59.46113586615078, -153.70511747125911 59.46012261343218, -153.70699099271673 59.45940735786876, -153.70851322890104 59.45875169359453, -153.7113235110875 59.457857585382214, -153.71542183927602 59.456903843800035, -153.7191688821913 59.4560692977673, -153.72373559074427 59.45541356852515)"
RN_KameshakSpawn.283,190,Aerial,1989.14,1989,1989-05-09T00:00:00,1445,1.98905E+11,1989.02,2.47,2.463,1989.105,2.6,,297,0-10,Southern side of Rocky Cove,E,Estimated,Kamishak,Rocky Cove Subdistrict,24978,Rocky Cove,Area 7,5; Ursus Cove,Cessna 185,2000,Schroeder,1.33,"Clear, calm",Light spawn associated with school 1989.105,0,,0,,0,,0,"LINESTRING (-153.72686087760508 59.43452583775322, -153.72485879883317 59.43498477916861, -153.72365755157 59.435494706748734, -153.7229568239998 59.43595363497766, -153.72225609642962 59.4366675109186, -153.72165547279803 59.43778928543249, -153.72145526492082 59.43906398389619, -153.72135516098226 59.440083707968455, -153.72155536885944 59.44105241726912, -153.72195578461384 59.44207208119886, -153.72245630430683 59.44293877129006, -153.72285672006123 59.44421327506327, -153.72355744763138 59.44564066208092, -153.72215599249103 59.445385775975254, -153.7194531861489 59.44507991010419, -153.71665027586826 59.44477404145756, -153.71394746952612 59.444672084625225, -153.70914248047345 59.444672084625225, -153.70153458114012 59.444672084625225, -153.69542824088572 59.44462110609341, -153.69052314789448 59.44451914879846, -153.68481722339448 59.44451914879846, -153.6783104673857 59.44446817003535)"
RN_KameshakSpawn.284,191,Aerial,1989.14,1989,1989-05-09T00:00:00,1445,1.98905E+11,1989.021,0.806,0.809,1989.106,2.6,,97,0,Tignagvik Point,E,Estimated,Kamishak,Rocky Cove Subdistrict,24978,Rocky Cove,Area 7,6; Fortification Bluff,Cessna 185,2000,Schroeder,1.33,"Clear, calm",Light spawn associated with school 1989.106,0,,0,,0,,0,"LINESTRING (-153.72646046185068 59.43508676530155, -153.7266606697279 59.43391390614954, -153.72696098154367 59.43319997191017, -153.72726129335948 59.43253701943958, -153.72796202092965 59.43192505174517, -153.7291632681928 59.43116007651057, -153.73076493121033 59.430344083801224, -153.7331674257367 59.42952807134883, -153.73526960844717 59.42906905566808, -153.73797241478928 59.428712039153055, -153.74027480537706 59.42861003374036, -153.74227688414896 59.428559030918336)"
RN_KameshakSpawn.285,192,Aerial,1989.14,1989,1989-05-09T00:00:00,1445,1.98905E+11,1989.022,1.726,1.727,1989.107,2.1,,207,0-14,Btw Amakdedori and Chenik Head,E,Estimated,Kamishak,Chenik Subdistrict,24955,Chenik River,Area 5,8; Chenik/Nordyke,Cessna 185,2000,Schroeder,1.33,"Clear, calm",Light spawn associated with school 1989.107,0,,0,,0,,0,"LINESTRING (-154.13807797404226 59.22617668753146, -154.1388884836625 59.226440436548565, -154.14002216975575 59.22695693911374, -154.1409039256061 59.22753799512058, -154.14165971633494 59.228570959057365, -154.14191164657788 59.229603891609266, -154.1415337512135 59.23063679277691, -154.1405260302417 59.231605109118846, -154.13914041390547 59.23244429430382, -154.13800672781218 59.23308980727153, -154.13683574353578 59.23395779687356, -154.13628364108848 59.23487726484604, -154.13600758986482 59.236221057909674, -154.13586956425303 59.23742335403617, -154.13559351302936 59.23869632710511, -154.13517943619385 59.239898535665425, -154.13462733374655 59.24067641265865, -154.13421325691107 59.24145427184519, -154.13297102640465 59.242656382836685, -154.13133057637407 59.2438035319088, -154.12944109955194 59.24444882914667, -154.12855934370162 59.24509411412863, -154.1271737273654 59.24593296628274, -154.12578811102915 59.24670727296466, -154.12364670396408 59.24683632236256)"
RN_KameshakSpawn.286,193,Aerial,1989.15,1989,1989-05-12T00:00:00,1145,1.98905E+11,1989.023,1.726,1.712,,7.1,Mid ebb tide,0,0-6,E shore of mid Iniskin Bay,E,Estimated,Kamishak,Iniskin Bay Subdistrict,24985,Iniskin Bay,Area 9,3; Iniskin Bay,Cessna 185,1300,Schroeder,1.6,Overcast,"Light spawn, no associated biomass",0,,0,,0,,0,"LINESTRING (-153.3889110347469 59.687966430143874, -153.3907811666094 59.68737042863741, -153.39254080015678 59.68622658189245, -153.39329492881993 59.68540044598034, -153.39392336937254 59.684192979796734, -153.3943004337041 59.68304902418241, -153.39455180992513 59.68126945976547, -153.39505456236728 59.67885418492421, -153.39543162669884 59.67548522037085, -153.39555731480934 59.67326024613578, -153.39555731480934 59.67198876574037, -153.39555731480934 59.66963639941551, -153.39480318614616 59.667283867436545, -153.39354630504099 59.665439875214986, -153.39250893137043 59.664492977757575)"
RN_KameshakSpawn.287,194,Aerial,1989.15,1989,1989-05-12T00:00:00,1145,1.98905E+11,1989.024,0.58,0.577,,7.2,Mid ebb tide,0,0,Btw Amakdedori and Chenik Head,E,Estimated,Kamishak,Chenik Subdistrict,24955,Chenik River,Area 5,8; Chenik/Nordyke,Cessna 185,1300,Schroeder,0.5,Overcast,"Light spawn, no associated biomass",0,,0,,0,,0,"LINESTRING (-154.13693743252082 59.2378280499993, -154.137280876605 59.23938104604823, -154.13782602594495 59.24189473815844, -154.13798411925356 59.24408429174533, -154.13815856704235 59.24613966262881)"
RN_KameshakSpawn.288,195,Aerial,1989.15,1989,1989-05-12T00:00:00,1145,1.98905E+11,1989.025,0.58,0.581,,7.2,Mid ebb tide,0,0-3,Southern Chenik Head,E,Estimated,Kamishak,Chenik Subdistrict,24955,Chenik River,Area 5,8; Chenik/Nordyke,Cessna 185,1300,Schroeder,0.5,Overcast,"Light spawn, no associated biomas",0,,0,,0,,0,"LINESTRING (-154.1330995811676 59.193912597236185, -154.12873838644802 59.1940915939411, -154.12664501298258 59.19453908158591, -154.12385384836205 59.195881509227604, -154.12228381826299 59.19695541322555, -154.12053934037516 59.19838723252132)"
RN_KameshakSpawn.289,196,Aerial,1989.18,1989,1989-05-18T00:00:00,1110,1.98905E+11,1989.ES1,0,0.399,,5.4,,0,0,Tignagvik Point,E,Estimated,Kamishak,Rocky Cove Subdistrict,24978,Rocky Cove,Area 7,5; Ursus Cove,Cessna 185,2000,Schroeder,1.8,"1/2 overcast, light with wind",Evidence of light spawn,0,,0,,0,,0,"LINESTRING (-153.72587133445327 59.44034984029558, -153.72490897290743 59.4397196404329, -153.72454235898516 59.4391361115378, -153.7242673985435 59.43836583793138, -153.7240382648421 59.43771225864649, -153.72376330440042 59.43631168894429, -153.72399243810182 59.435518006955085, -153.72445070550464 59.43486437246573)"
RN_KameshakSpawn.290,197,Aerial,1989.18,1989,1989-05-18T00:00:00,1120,1.98905E+11,1989.ES2,0,0.456,,5.9,,0,0-3,Contact Point,E,Estimated,Kamishak,Bruin Bay Subdistrict,24975,Kirschner Lake,Area 6,7; Bruin/Amakdedori,Cessna 185,2000,Schroeder,1.8,"1/2 overcast, light with wind",Evidence of light spawn,0,,0,,0,,0,"LINESTRING (-153.9414114814877 59.360162874840476, -153.9440275562647 59.35904468837288, -153.9451226573341 59.358516643023364, -153.94621775840355 59.357864340327204, -153.9468869868349 59.3569324575097, -153.9475562152662 59.356311188034425, -153.94865131633568 59.355472456141996, -153.94901635002546 59.35534819779663, -153.94944222266358 59.35516180942271)"
RN_KameshakSpawn.291,198,Aerial,1990.03,1990,1990-04-21T00:00:00,1010,1.99004E+11,1990.01,1,0.956,,9.1,,0,0-5,Southern Chenik Head,E,Estimated,Kamishak,Chenik Subdistrict,24955,Chenik River,Area 5,8; Chenik/Nordyke,Beaver,1500,Bucher,3,,,1,shallow (<5m),2,Good,2,Good,0,"LINESTRING (-154.14802588618522 59.19703360548465, -154.1441047724245 59.19629251795578, -154.13853266339615 59.19528673050227, -154.1356434216777 59.19481029449398, -154.1333733031847 59.19438679022208, -154.1322382439382 59.19332800649195, -154.13089681028322 59.19301036495166, -154.129452189424 59.192957424406806, -154.12769800695213 59.19311624579441, -154.12635657329716 59.193645645068564, -154.12563426286755 59.19422797476181, -154.12522151405062 59.19486323215752)"
RN_KameshakSpawn.292,199,Aerial,1990.04,1990,1990-04-21T00:00:00,1920,1.99004E+11,1990.02,2.5,2.516,,1.7,,0,0,Wraps around Chenik Head,E,Estimated,Kamishak,Chenik Subdistrict,24955,Chenik River,Area 5,8; Chenik/Nordyke,Beaver,1500,Bucher,3,,"Near large shcool (10,000' X 50')",1,shallow (<5m),2,Good,2,Good,0,"LINESTRING (-154.12914529907775 59.21761387001789, -154.12732904146327 59.21738107849868, -154.12596684825238 59.216799092729794, -154.1253992677479 59.21621709700241, -154.12455132533785 59.21559603017262, -154.1234694940325 59.21499487355953, -154.12188026861986 59.21505307567175, -154.1190423660972 59.21487846903636, -154.11699907628093 59.21435464375242, -154.11586391527192 59.213597992989875, -154.11529633476738 59.21295773689094, -154.1149557864647 59.212084640971845, -154.11461523816195 59.211095105173946, -154.11472875426287 59.21016375107088, -154.1156368830701 59.20911594722801, -154.11722610848275 59.20841739340484, -154.11926939829905 59.20754418095667, -154.12142620421622 59.2062634288276, -154.12267488132616 59.20504084773269, -154.12381004233524 59.203643558407514, -154.12460465504154 59.20172219190167, -154.1255127838488 59.20020831158433, -154.12596684825238 59.19904374243968, -154.12585333215154 59.19776267035651, -154.1257398160506 59.196598017530825, -154.12653442875694 59.195375089175805, -154.1283506863714 59.19444330474938, -154.1310750727931 59.19391916480141, -154.1332318787103 59.19409387901406, -154.13561571682928 59.19455977919746, -154.13958878036095 59.19589920670771)"
RN_KameshakSpawn.293,200,Aerial,1990.05,1990,1990-04-21T00:00:00,800,1.99004E+11,1990.03,0.75,0.81,,4.4,,0,0-5,Southern Chenik Head,E,Estimated,Kamishak,Chenik Subdistrict,24955,Chenik River,Area 5,8; Chenik/Nordyke,Beaver,800,Bucher,1.95,,,1,shallow (<5m),2,Good,2,Good,0,"LINESTRING (-154.13686439393925 59.19554979591641, -154.13550220072838 59.194385067375904, -154.13402649141665 59.193511494818225, -154.13209671770124 59.19316205951851, -154.1293723312795 59.193336777616686, -154.12710200926148 59.19386092653127, -154.12596684825238 59.194967436627486, -154.1257398160506 59.19578273684244, -154.1260803643533 59.196598017530825, -154.12653442875694 59.19787913344739, -154.12698849316058 59.19910197184328)"
RN_KameshakSpawn.294,201,Aerial,1990.6a,1990,1990-04-23T00:00:00,850,1.99004E+11,1990.04,0.5,0.548,,-1.2,,0,0-14,Btw Amakedori and Chenik Hd,E,Estimated,Kamishak,Chenik Subdistrict,24955,Chenik River,Area 5,8; Chenik/Nordyke,Beaver,1500,Bucher,0.75,,"Associated with School 1990.90, trailing/drifting spawn",1,shallow (<5m),2,Good,2,Good,0,"LINESTRING (-154.1245781969734 59.249463011520994, -154.12597813810532 59.24783330731492, -154.12750534661288 59.24659467982723, -154.1296688919986 59.24555159007239, -154.13272330901373 59.24463886026508, -154.13526865652634 59.24431287939139)"
RN_KameshakSpawn.297,204,Aerial,1990.07,1990,1990-04-24T00:00:00,1005,1.99004E+11,1990.07,0.35,0.351,,-1.9,,0,0-3,N of Chenik Head,E,Estimated,Kamishak,Chenik Subdistrict,24955,Chenik River,Area 5,8; Chenik/Nordyke,Beaver,1500,Bucher,2.5,,,1,shallow (<5m),2,Good,1,Excellent,0,"LINESTRING (-154.1392870836909 59.222702418652666, -154.13763527508806 59.222326093854306, -154.1363505350636 59.22204384752244, -154.1346375483643 59.22176159884789, -154.1331080959543 59.221573431763375, -154.12980447874853 59.22141662506424)"
RN_KameshakSpawn.298,205,Aerial,1990.07,1990,1990-04-24T00:00:00,1005,1.99004E+11,1990.08,0.35,0.354,,-1.9,,0,0,N of Chenik Head,E,Estimated,Kamishak,Chenik Subdistrict,24955,Chenik River,Area 5,8; Chenik/Nordyke,Beaver,1500,Bucher,2.5,,,1,shallow (<5m),2,Good,1,Excellent,0,"LINESTRING (-154.1409932328382 59.21653385612711, -154.1322584401566 59.219014994009925)"
RN_KameshakSpawn.299,206,Aerial,1990.09,1990,1990-04-24T00:00:00,1750,1.99004E+11,1990.09,0.5,0.664,,9.7,,0,25-Apr,N of Chenik Head,E,Estimated,Kamishak,Chenik Subdistrict,24955,Chenik River,Area 5,8; Chenik/Nordyke,Piper,1500,Morrison,0.67,,"Surveyor with commercial spotter pilot, Jim Blue",1,shallow (<5m),2,Good,1,Excellent,0,"LINESTRING (-154.10774698239538 59.235872143767345, -154.10861178266646 59.23486543555649, -154.10936016329217 59.23366779213986, -154.1098757046272 59.23215131692359, -154.10930832149685 59.23106255732566, -154.10849140914635 59.2302389668402, -154.10640266498143 59.229809832769945, -154.10397740214364 59.22965290253633, -154.1015631222912 59.229809832769945)"
RN_KameshakSpawn.300,207,Aerial,1990.08,1990,1990-04-25T00:00:00,1055,1.99004E+11,1990.1,0.25,0.25,,-2.8,,0,0-8,N of Chenik Head,E,Estimated,Kamishak,Chenik Subdistrict,24955,Chenik River,Area 5,8; Chenik/Nordyke,Beaver,1500,Bucher,1.38,,Fresh Spawn,1,shallow (<5m),2,Good,2,Good,0,"LINESTRING (-154.14216150819263 59.22870747823984, -154.1370531020196 59.23118772566651)"
RN_KameshakSpawn.301,208,Aerial,1990.08,1990,1990-04-25T00:00:00,1055,1.99004E+11,1990.11,0.25,0.25,,-2.8,,0,0-5,N of Chenik Head,E,Estimated,Kamishak,Chenik Subdistrict,24955,Chenik River,Area 5,8; Chenik/Nordyke,Beaver,1500,Bucher,1.38,,Fresh Spawn,1,shallow (<5m),2,Good,2,Good,0,"LINESTRING (-154.13570878460564 59.22622704985119, -154.13033151494983 59.22856968141024)"
